/Users/lennart.hahner/Documents/dev/animal2vec/processed_data
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_02120s_02130s.wav	160000
wav/(2021_04_21-19_04_26)_ASWMUX209084_0000_first_00970s_00980s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_01550s_01560s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_02300s_02310s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_01000s_01010s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_02100s_02110s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_00340s_00350s.wav	160000
wav/(2021_01_17-03_53_54)_ASWMUX209084_0003_first_02210s_02220s.wav	160000
wav/(2021_04_21-19_04_26)_ASWMUX209084_0000_first_01510s_01520s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_01500s_01510s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_01650s_01660s.wav	160000
wav/(2021_04_21-19_04_26)_ASWMUX209084_0000_first_00340s_00350s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_00490s_00500s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_00620s_00630s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_01450s_01460s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_01330s_01340s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_00950s_00960s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_01870s_01880s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01480s_01490s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_00820s_00830s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01860s_01870s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01380s_01390s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_00910s_00920s.wav	160000
wav/(2021_04_21-19_04_26)_ASWMUX209084_0000_first_00900s_00910s.wav	160000
wav/(2021_04_21-19_04_26)_ASWMUX209084_0000_first_00960s_00970s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_03000s_03010s.wav	160000
wav/(2023_10_18-10_06_01)_ASWMUX209146_0024_second_01180s_01190s.wav	160000
wav/(2023_10_18-10_06_01)_ASWMUX209146_0024_second_00330s_00340s.wav	160000
wav/(2021_04_21-19_04_26)_ASWMUX209084_0000_first_01030s_01040s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01910s_01920s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_02490s_02500s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_00680s_00690s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_02240s_02250s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_00860s_00870s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01980s_01990s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01200s_01210s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_01260s_01270s.wav	160000
wav/(2023_10_18-10_06_01)_ASWMUX209146_0024_second_00490s_00500s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_02820s_02830s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_00990s_01000s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01700s_01710s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_00120s_00130s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_00260s_00270s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_00170s_00180s.wav	160000
wav/(2023_10_18-10_06_01)_ASWMUX209146_0024_second_00400s_00410s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0001_first_01450s_01460s.wav	160000
wav/(2023_10_05-09_05_06)_ASWMUX208980_0017_second_01710s_01720s.wav	160000
wav/(2023_10_10-12_07_50)_CSWMUW240241_0001_second_01280s_01290s.wav	160000
wav/(2019_03_15-12_02_11)_CSWMUW240241_0000_first_02640s_02650s.wav	160000
